card_set,total_cards,signed_cards,known_autos,unknown_autos,total_known_signed_cards
"rookie nfl gear signature combos holo silver",101,101,99,2,2475
"rookie nfl gear signature combos laundry tag brand logo",136,136,134,2,134
"rookie nfl gear signature combos laundry tag nfl player's",135,135,133,2,133
"rookie nfl gear signature combos laundry tag nfl shield",133,133,131,2,131
"rookie nfl gear signature combos prime",37,37,37,0,910
"rookie notable signatures",124,124,124,0,7451
"rookie notable signatures diamond",124,124,124,0,124
"rookie notable signatures emerald",124,124,124,0,1100
"rookie notable signatures gold",124,124,124,0,2630
"rookie notable signatures ruby",114,114,114,0,890
"rookie notable signatures sapphire",124,124,124,0,4555
"rookie numbers",84,0,0,0,0
"rookie of the year contenders",237,0,0,0,0
"rookie of the year contenders autographs gold rps",57,57,57,0,570
"rookie of the year contenders autographs platinum rps",57,57,57,0,57
"rookie of the year contenders autographs rps",57,57,57,0,3557
"rookie of the year contenders black scope",97,0,0,0,0
"rookie of the year contenders blue",108,0,0,0,0
"rookie of the year contenders cracked ice",40,0,0,0,0
"rookie of the year contenders emerald",85,0,0,0,0
"rookie of the year contenders gold",238,0,0,0,0
"rookie of the year contenders gold vinyl",113,0,0,0,0
"rookie of the year contenders green pulsar",111,0,0,0,0
"rookie of the year contenders nebula",111,0,0,0,0
"rookie of the year contenders orange",172,0,0,0,0
"rookie of the year contenders platinum",125,0,0,0,0
"rookie of the year contenders printing plate black",15,0,0,0,0
"rookie of the year contenders printing plate cyan",15,0,0,0,0
"rookie of the year contenders printing plate magenta",15,0,0,0,0
"rookie of the year contenders printing plate yellow",15,0,0,0,0
"rookie of the year contenders ruby",60,0,0,0,0
"rookie of the year contenders sapphire",60,0,0,0,0
"rookie of the year contenders silver",125,0,0,0,0
"rookie on deck",100,0,0,0,0
"rookie on deck black",100,0,0,0,0
"rookie on deck blue",60,0,0,0,0
"rookie on deck gold",100,0,0,0,0
"rookie on deck orange",60,0,0,0,0
"rookie opening kickoff ticket",142,0,0,0,0
"rookie opening kickoff ticket rps",74,0,0,0,0
"rookie optics gold",39,0,0,0,0
"rookie optics hyper black light",40,0,0,0,0
"rookie optics meta",38,0,0,0,0
"rookie optics nebula black light",40,0,0,0,0
"rookie optics neon marble black light",39,0,0,0,0
"rookie optics psychedelic",39,0,0,0,0
"rookie optics universal",40,0,0,0,0
"rookie patch autographs",1856,1856,1856,0,232984
"rookie patch autographs 150th anniversary logo",47,47,47,0,460
"rookie patch autographs amethyst spotlight",167,167,167,0,4112
"rookie patch autographs black",270,270,270,0,962
"rookie patch autographs black scope",97,97,97,0,929
"rookie patch autographs blue",354,354,354,0,18940
"rookie patch autographs bowl logo 1",164,164,164,0,1612
"rookie patch autographs bowl logo 2",135,135,135,0,1328
"rookie patch autographs bowl logo 3",91,91,91,0,880
"rookie patch autographs bowl logo 4",29,29,29,0,260
"rookie patch autographs brand logo",182,182,182,0,405
"rookie patch autographs bronze",171,171,171,0,4919
"rookie patch autographs celestial",160,160,160,0,13632
"rookie patch autographs championship logo",25,25,25,0,121
"rookie patch autographs citrine",81,81,81,0,4050
"rookie patch autographs conference logo",182,182,182,0,229
"rookie patch autographs copper",293,293,293,0,14275
"rookie patch autographs emerald",560,560,560,0,9049
"rookie patch autographs emerald spotlight",167,167,167,0,1650
"rookie patch autographs gold",1241,1241,1241,0,16150
"rookie patch autographs gold laundry tags nfl player's logo",207,207,207,0,207
"rookie patch autographs gold laundry tags nfl shield",207,207,207,0,207
"rookie patch autographs gold laundry tags nike swoosh",207,207,207,0,207
"rookie patch autographs gold spotlight",167,167,167,0,11913
"rookie patch autographs gold vinyl",306,306,306,0,306
"rookie patch autographs green",78,78,78,0,780
"rookie patch autographs green jersey number",171,171,171,0,3976
"rookie patch autographs green pulsar",93,93,93,0,1330
"rookie patch autographs hidden treasure",50,50,50,0,250
"rookie patch autographs holo gold",173,173,173,0,1730
"rookie patch autographs holo silver",172,172,172,0,4300
"rookie patch autographs holographic spotlight",161,161,161,0,4258
"rookie patch autographs hyper",204,204,204,0,13890
"rookie patch autographs ice",37,37,37,0,1850
"rookie patch autographs jumbo",83,83,83,0,8193
"rookie patch autographs jumbo amethyst spotlight",83,83,83,0,2057
"rookie patch autographs jumbo emerald spotlight",83,83,83,0,825
"rookie patch autographs jumbo gold spotlight",83,83,83,0,4043
"rookie patch autographs jumbo holographic spotlight",83,83,83,0,2388
"rookie patch autographs jumbo printing plate black",83,83,83,0,83
"rookie patch autographs jumbo printing plate cyan",83,83,83,0,83
"rookie patch autographs jumbo printing plate magenta",83,83,83,0,83
"rookie patch autographs jumbo printing plate yellow",83,83,83,0,83
"rookie patch autographs jumbo ruby spotlight",83,83,83,0,2880
"rookie patch autographs jumbo sapphire spotlight",83,83,83,0,83
"rookie patch autographs jumbo silver spotlight",83,83,83,0,6199
"rookie patch autographs laundry tag brand logo",175,175,175,0,860
"rookie patch autographs laundry tag team logo",13,13,13,0,54
"rookie patch autographs meta",166,166,166,0,1660
"rookie patch autographs midnight",177,177,177,0,3540
"rookie patch autographs midnight moon",34,34,34,0,34
"rookie patch autographs nebula",304,304,304,0,608
"rookie patch autographs neon black light",204,204,204,0,2040
"rookie patch autographs neon blue",203,203,203,0,11260
"rookie patch autographs neon green",209,209,209,0,7930
"rookie patch autographs neon marble",207,207,207,0,828
"rookie patch autographs neon orange",209,209,209,0,3135
"rookie patch autographs neon pink",208,208,208,0,5200
"rookie patch autographs neon purple",209,209,209,0,6475
"rookie patch autographs neon splatter",166,166,166,0,1328
"rookie patch autographs nfl shield",157,157,157,0,156
"rookie patch autographs orange",95,95,95,0,2270
"rookie patch autographs platinum",937,937,937,0,1319
"rookie patch autographs platinum nfl shield",170,170,170,0,170
"rookie patch autographs premium edition",84,84,84,0,1344
"rookie patch autographs printing plate black",338,338,338,0,338
"rookie patch autographs printing plate cyan",338,338,338,0,338
"rookie patch autographs printing plate magenta",337,337,337,0,337
"rookie patch autographs printing plate yellow",337,337,337,0,337
"rookie patch autographs prizm black finite",159,159,159,0,159
"rookie patch autographs prizm gold",155,155,155,0,1550
"rookie patch autographs prizm purple power",152,152,152,0,7448
"rookie patch autographs prizm silver",151,151,151,0,14949
"rookie patch autographs psychedelic",207,207,206,1,1030
"rookie patch autographs purple",243,243,243,0,8562
"rookie patch autographs red",350,350,350,0,4758
"rookie patch autographs red brand logo",172,172,172,0,344
"rookie patch autographs red laundry tag",170,170,170,0,170
"rookie patch autographs royal",81,81,81,0,9732
"rookie patch autographs ruby",425,425,425,0,11441
"rookie patch autographs ruby spotlight",167,167,167,0,7876
"rookie patch autographs sapphire",83,83,83,0,825
"rookie patch autographs sapphire spotlight",167,167,167,0,167
"rookie patch autographs silver",424,424,424,0,19860
"rookie patch autographs silver spotlight",164,164,164,0,11830
"rookie patch autographs sparkle",126,126,126,0,5763
"rookie patch autographs stars and stripes",50,50,50,0,1000
"rookie patch autographs stars and stripes blue",123,123,123,0,1230
"rookie patch autographs stars and stripes holo silver",123,123,123,0,3075
"rookie patch autographs stars and stripes platinum nfl shield",121,121,121,0,121
"rookie patch autographs stars and stripes premium",50,50,50,0,150
"rookie patch autographs stars and stripes red brand logo",120,120,120,0,240
"rookie patch autographs stars and stripes red laundry tag",122,122,122,0,122
"rookie patch autographs supernova",79,79,79,0,5530
"rookie patch autographs team logo shield",121,121,121,0,121
"rookie patch autographs team slogan",29,29,29,0,133
"rookie patch autographs variations",80,80,80,0,11914
"rookie patch autographs variations amethyst spotlight",84,84,84,0,1470
"rookie patch autographs variations emerald spotlight",84,84,84,0,630
"rookie patch autographs variations gold spotlight",83,83,83,0,3761
"rookie patch autographs variations holographic spotlight",81,81,81,0,1971
"rookie patch autographs variations printing plate black",83,83,83,0,83
"rookie patch autographs variations printing plate cyan",83,83,83,0,83
"rookie patch autographs variations printing plate magenta",83,83,83,0,83
"rookie patch autographs variations printing plate yellow",83,83,83,0,83
"rookie patch autographs variations ruby spotlight",83,83,83,0,2443
"rookie patch autographs variations sapphire spotlight",84,84,84,0,84
"rookie patch autographs variations silver spotlight",81,81,81,0,5457
"rookie patch autographs wave",122,122,122,0,3050
"rookie patch autographs white",39,39,39,0,39
"rookie patch autos",109,109,109,0,9083
"rookie patch autos gold",110,110,110,0,1325
"rookie patch autos green",10,10,10,0,30
"rookie patch autos platinum",109,109,109,0,109
"rookie patch autos printing plate black",100,100,100,0,100
"rookie patch autos printing plate cyan",99,99,99,0,99
"rookie patch autos printing plate magenta",100,100,100,0,100
"rookie patch autos printing plate yellow",100,100,100,0,100
"rookie patch autos silver",100,100,100,0,3355
"rookie patches",465,0,0,0,0
"rookie patches black",188,0,0,0,0
"rookie patches black tag nfl player's logo",150,0,0,0,0
"rookie patches black tag nfl shield",150,0,0,0,0
"rookie patches black tag nike swoosh",150,0,0,0,0
"rookie patches blue",150,0,0,0,0
"rookie patches brand logo",199,0,0,0,0
"rookie patches conference logo",151,0,0,0,0
"rookie patches emerald",278,0,0,0,0
"rookie patches gold",306,0,0,0,0
"rookie patches green",150,0,0,0,0
"rookie patches orange",150,0,0,0,0
"rookie patches platinum",238,0,0,0,0
"rookie patches red",150,0,0,0,0
"rookie patches ruby",232,0,0,0,0
"rookie patches sapphire",119,0,0,0,0
"rookie patches silver",136,0,0,0,0
"rookie patches team logo",124,0,0,0,0
"rookie patches turquoise",150,0,0,0,0
"rookie phenom jersey",35,0,0,0,0
"rookie phenom jersey autographs",92,92,92,0,9108
"rookie phenom jersey autographs laundry tag brand logo",94,94,94,0,94
"rookie phenom jersey autographs laundry tag nfl player's logo",94,94,94,0,94
"rookie phenom jersey autographs laundry tag nfl shield",94,94,94,0,94
"rookie phenom jersey autographs prime",93,93,93,0,4077
"rookie phenom jersey blue",35,0,0,0,0
"rookie phenom jersey brand logo",35,0,0,0,0
"rookie phenom jersey gold",35,0,0,0,0
"rookie phenom jersey green",35,0,0,0,0
"rookie phenom jersey nfl shield",35,0,0,0,0
"rookie phenom jersey nike laundry tag",34,0,0,0,0
"rookie phenom jersey red",35,0,0,0,0
"rookie phenom jerseys",202,0,0,0,0
"rookie phenom jerseys blue",42,0,0,0,0
"rookie phenom jerseys green",84,0,0,0,0
"rookie phenom jerseys laundry tag brand logo",201,0,0,0,0
"rookie phenom jerseys laundry tag nfl player's logo",201,0,0,0,0
"rookie phenom jerseys laundry tag nfl shield",201,0,0,0,0
"rookie phenom jerseys orange",164,0,0,0,0
"rookie phenom jerseys prime",202,0,0,0,0
"rookie phenoms",82,0,0,0,0
"rookie phenoms black pandora",42,0,0,0,0
"rookie phenoms blue hyper",210,0,0,0,0
"rookie phenoms gold",126,0,0,0,0
"rookie phenoms gold spotlight",40,0,0,0,0
"rookie phenoms gold vinyl",210,0,0,0,0
"rookie phenoms horizontal",42,0,0,0,0
"rookie phenoms horizontal blue hyper",84,0,0,0,0
"rookie phenoms horizontal gold vinyl",84,0,0,0,0
"rookie phenoms horizontal prime",84,0,0,0,0
"rookie phenoms horizontal red",42,0,0,0,0
"rookie phenoms horizontal red hyper",42,0,0,0,0
"rookie phenoms ice",42,0,0,0,0
"rookie phenoms jersey autographs",38,38,38,0,7962
"rookie phenoms jersey autographs black",42,42,42,0,42
"rookie phenoms jersey autographs blue",42,42,42,0,2058
"rookie phenoms jersey autographs bronze",42,42,42,0,1386
"rookie phenoms jersey autographs colorburst",40,40,40,0,960
"rookie phenoms jersey autographs dreamweaver",41,41,41,0,246
"rookie phenoms jersey autographs gold",42,42,42,0,420
"rookie phenoms jersey autographs green",42,42,42,0,1050
"rookie phenoms jersey autographs red",42,42,42,0,4158
"rookie phenoms jersey autographs silver",42,42,42,0,4704
"rookie phenoms prime",84,0,0,0,0
"rookie phenoms red",42,0,0,0,0
"rookie phenoms red hyper",42,0,0,0,0
"rookie phenoms ruby spotlight",40,0,0,0,0
"rookie phenoms sapphire spotlight",40,0,0,0,0
"rookie phenoms silver spotlight",40,0,0,0,0
"rookie photo bomb autographs",16,16,0,16,0
"rookie photo bomb autographs black",16,16,16,0,16
"rookie photo bomb autographs blue",16,16,16,0,400
"rookie photo bomb autographs gold",16,16,16,0,80
"rookie photo bomb autographs red",16,16,16,0,160
"rookie photo bomb autographs silver",16,16,16,0,784
"rookie pigskin commissioner",168,0,0,0,0
"rookie pigskin laces",168,0,0,0,0
"rookie pigskin logo",168,0,0,0,0
"rookie pix",20,0,0,0,0
"rookie pix black",20,0,0,0,0
"rookie pix blue",20,0,0,0,0
"rookie pix gold",20,0,0,0,0
"rookie pix orange",20,0,0,0,0
"rookie pix pink",20,0,0,0,0
"rookie pix purple",20,0,0,0,0
"rookie pix red",20,0,0,0,0
"rookie pix silver",20,0,0,0,0
"rookie player caps",101,0,0,0,0
"rookie player caps brand logo",93,0,0,0,0
"rookie player caps button",101,0,0,0,0
"rookie player caps shield",97,0,0,0,0
"rookie player caps tags",8,0,0,0,0
"rookie player caps team logo",100,0,0,0,0
"rookie playoff ticket",647,0,0,0,0
"rookie playoff ticket rps",195,0,0,0,0
"rookie playoff ticket variation",110,0,0,0,0
"rookie playoff ticket variation rps",126,0,0,0,0
"rookie portrait",50,0,0,0,0
"rookie portrait autographs",35,35,0,35,0
"rookie portrait autographs black",36,36,36,0,36
"rookie portrait autographs blue",36,36,36,0,900
"rookie portrait autographs gold",36,36,36,0,180
"rookie portrait autographs red",36,36,36,0,360
"rookie portrait autographs silver",36,36,36,0,1764
"rookie portrait black",50,0,0,0,0
"rookie portrait blue",50,0,0,0,0
"rookie portrait gold",50,0,0,0,0
"rookie portrait orange",50,0,0,0,0
"rookie portrait pink",50,0,0,0,0
"rookie portrait purple",50,0,0,0,0
"rookie portrait red",50,0,0,0,0
"rookie portrait silver",50,0,0,0,0
"rookie portraits",90,0,0,0,0
"rookie premiere materials",84,0,0,0,0
"rookie premiere materials autos",196,196,196,0,67504
"rookie premiere materials autos five",137,137,137,0,7954
"rookie premiere materials autos five spectrum",138,138,138,0,1105
"rookie premiere materials autos five tags",138,138,138,0,138
"rookie premiere materials autos jumbo",147,147,147,0,12755
"rookie premiere materials autos jumbo spectrum",149,149,149,0,745
"rookie premiere materials autos nfl",58,58,58,0,580
"rookie premiere materials autos quad",146,146,146,0,21672
"rookie premiere materials autos quad spectrum",148,148,148,0,5299
"rookie premiere materials autos quad tags",148,148,148,0,148
"rookie premiere materials autos shield",149,149,149,0,149
"rookie premiere materials autos spectrum",202,202,202,0,19450
"rookie premiere materials autos tags",204,204,204,0,204
"rookie primary colors",40,0,0,0,0
"rookie primary colors autographs",29,29,29,0,2081
"rookie primary colors autographs gold vinyl",29,29,29,0,29
"rookie primary colors autographs purple stars",29,29,29,0,725
"rookie primary colors black pandora",40,0,0,0,0
"rookie primary colors dragon",20,0,0,0,0
"rookie primary colors gold",40,0,0,0,0
"rookie primary colors gold vinyl",40,0,0,0,0
"rookie primary colors ice",40,0,0,0,0
"rookie primary colors purple stars",40,0,0,0,0
"rookie prime pairings",86,0,0,0,0
"rookie prime pairings platinum",92,0,0,0,0
"rookie prizm black and red checker",100,0,0,0,0
"rookie prizm black and white checker",100,0,0,0,0
"rookie prizm black finite",100,0,0,0,0
"rookie prizm black shimmer",100,0,0,0,0
"rookie prizm blue",100,0,0,0,0
"rookie prizm blue ice",100,0,0,0,0
"rookie prizm blue shimmer",100,0,0,0,0
"rookie prizm blue sparkle",200,0,0,0,0
"rookie prizm blue wave",100,0,0,0,0
"rookie prizm choice auto",49,49,49,0,4900
"rookie prizm choice blue",100,0,0,0,0
"rookie prizm choice blue yellow and green",100,0,0,0,0
"rookie prizm choice cherry blossom",100,0,0,0,0
"rookie prizm choice gold",100,0,0,0,0
"rookie prizm choice nebula",100,0,0,0,0
"rookie prizm choice red",100,0,0,0,0
"rookie prizm choice tiger stripe",100,0,0,0,0
"rookie prizm disco",100,0,0,0,0
"rookie prizm forest camo",100,0,0,0,0
"rookie prizm gold",100,0,0,0,0
"rookie prizm gold shimmer",100,0,0,0,0
"rookie prizm gold sparkle",200,0,0,0,0
"rookie prizm gold vinyl",100,0,0,0,0
"rookie prizm gold wave",100,0,0,0,0
"rookie prizm green",100,0,0,0,0
"rookie prizm green ice",100,0,0,0,0
"rookie prizm green scope",100,0,0,0,0
"rookie prizm green shimmer",100,0,0,0,0
"rookie prizm green sparkle",200,0,0,0,0
"rookie prizm green wave",100,0,0,0,0
"rookie prizm hyper",100,0,0,0,0
"rookie prizm lazer",100,0,0,0,0
"rookie prizm navy camo",100,0,0,0,0
"rookie prizm neon green pulsar",100,0,0,0,0
"rookie prizm no huddle",100,0,0,0,0
"rookie prizm no huddle blue",100,0,0,0,0
"rookie prizm no huddle neon green",100,0,0,0,0
"rookie prizm no huddle pink",100,0,0,0,0
"rookie prizm no huddle purple",100,0,0,0,0
"rookie prizm no huddle red",100,0,0,0,0
"rookie prizm orange",100,0,0,0,0
"rookie prizm orange ice",100,0,0,0,0
"rookie prizm orange wave",100,0,0,0,0
"rookie prizm pandora",100,0,0,0,0
"rookie prizm pink",100,0,0,0,0
"rookie prizm pink wave",100,0,0,0,0
"rookie prizm press proof",200,0,0,0,0
"rookie prizm purple",100,0,0,0,0
"rookie prizm purple ice",100,0,0,0,0
"rookie prizm purple power",100,0,0,0,0
"rookie prizm purple pulsar",100,0,0,0,0
"rookie prizm purple wave",100,0,0,0,0
"rookie prizm red",100,0,0,0,0
"rookie prizm red and yellow",100,0,0,0,0
"rookie prizm red shimmer",100,0,0,0,0
"rookie prizm red sparkle",200,0,0,0,0
"rookie prizm red wave",100,0,0,0,0
"rookie prizm red white and blue",100,0,0,0,0
"rookie prizm silver",100,0,0,0,0
"rookie prizm snakeskin",100,0,0,0,0
"rookie prizm white",100,0,0,0,0
"rookie prizm white knight",100,0,0,0,0
"rookie prizm white sparkle",100,0,0,0,0
"rookie purple",100,0,0,0,0
"rookie quad memorabilia",90,0,0,0,0
"rookie quad memorabilia diamond",90,0,0,0,0
"rookie quad memorabilia emerald",90,0,0,0,0
"rookie quad memorabilia gold",90,0,0,0,0
"rookie quad memorabilia pearl",90,0,0,0,0
"rookie quad memorabilia ruby",90,0,0,0,0
"rookie quad memorabilia sapphire",90,0,0,0,0
"rookie quad patch autographs",9,9,9,0,613
"rookie quad patch autographs black",9,9,9,0,9
"rookie quad patch autographs blue",9,9,9,0,317
"rookie quad patch autographs bronze",9,9,9,0,170
"rookie quad patch autographs gold",9,9,9,0,54
"rookie quad patch autographs platinum",9,9,9,0,39
"rookie quad patch autographs red",9,9,9,0,75
"rookie recruits",40,0,0,0,0
"rookie recruits autographs",29,29,29,0,1983
"rookie recruits autographs gold vinyl",29,29,29,0,29
"rookie recruits autographs purple stars",29,29,29,0,725
"rookie recruits black pandora",40,0,0,0,0
"rookie recruits dragon",20,0,0,0,0
"rookie recruits gold",40,0,0,0,0
"rookie recruits gold vinyl",40,0,0,0,0
"rookie recruits ice",40,0,0,0,0
"rookie recruits purple stars",40,0,0,0,0
"rookie red zone ticket fotl rps",84,0,0,0,0
"rookie reflections",32,0,0,0,0
"rookie reflections blue",32,0,0,0,0
"rookie reflections dual patch autographs",146,146,146,0,11160
"rookie reflections dual patch autographs black",150,150,150,0,2510
"rookie reflections dual patch autographs blue",120,120,120,0,4926
"rookie reflections dual patch autographs gold",158,158,158,0,2322
"rookie reflections dual patch autographs green",160,160,160,0,1134
"rookie reflections dual patch autographs purple",164,164,164,0,1316
"rookie reflections dual patch autographs red",156,156,156,0,9252
"rookie reflections gold",16,0,0,0,0
"rookie reflections green",16,0,0,0,0
"rookie reflections platinum",16,0,0,0,0
"rookie reflections purple",16,0,0,0,0
"rookie reflections red",16,0,0,0,0
"rookie reflections signatures gold",15,15,15,0,15
"rookie reflections signatures green",14,14,14,0,210
"rookie reflections signatures purple",14,14,14,0,490
"rookie reserve",74,0,0,0,0
"rookie reserve brand logo",74,0,0,0,0
"rookie reserve laundry tag",74,0,0,0,0
"rookie revolution",160,0,0,0,0
"rookie revolution cosmic",160,0,0,0,0
"rookie revolution cubic",160,0,0,0,0
"rookie revolution galactic",160,0,0,0,0
"rookie revolution lava",160,0,0,0,0
"rookie rising",100,0,0,0,0
"rookie rising black",100,0,0,0,0
"rookie rising blue",100,0,0,0,0
"rookie rising bronze",100,0,0,0,0
"rookie rising celestial",50,0,0,0,0
"rookie rising gold",100,0,0,0,0
"rookie rising green",100,0,0,0,0
"rookie rising hyper",50,0,0,0,0
"rookie rising lazer",50,0,0,0,0
"rookie rising orange",100,0,0,0,0
"rookie rising pandora",50,0,0,0,0
"rookie rising pink",100,0,0,0,0
"rookie rising purple",100,0,0,0,0
"rookie rising red",100,0,0,0,0
"rookie rising redux",42,0,0,0,0
"rookie rising silver lazer",10,0,0,0,0
"rookie rising silver seismic",10,0,0,0,0
"rookie rising stars",50,0,0,0,0
"rookie rising teal",100,0,0,0,0
"rookie rising wave",50,0,0,0,0
"rookie rising white shimmer",60,0,0,0,0
"rookie rising yellow",50,0,0,0,0
"rookie roll call mirror blue",18,0,0,0,0
"rookie roll call mirror platinum black",19,0,0,0,0
"rookie roll call mirror platinum camo",18,0,0,0,0
"rookie roll call mirror platinum gold",19,0,0,0,0
"rookie roll call mirror red",18,0,0,0,0
"rookie roll call signatures",72,72,72,0,5514
"rookie roll call signatures black etch",48,48,48,0,48
"rookie roll call signatures blue etch",43,43,43,0,860
"rookie roll call signatures gold etch",47,47,47,0,470
"rookie roll call signatures green etch",48,48,48,0,144
"rookie roll call signatures mirror black",74,74,74,0,74
"rookie roll call signatures mirror blue",49,49,49,0,2210
"rookie roll call signatures mirror gold",71,71,71,0,1305
"rookie roll call signatures mirror green",74,74,74,0,349
"rookie roll call signatures mirror purple",74,74,74,0,681
"rookie roll call signatures mirror red",49,49,49,0,2958
"rookie roll call signatures mirror teal",66,66,66,0,1984
"rookie roll call signatures purple etch",48,48,48,0,240
"rookie roll call signatures red etch",43,43,43,0,1075
"rookie roll call signatures teal etch",43,43,43,0,645
"rookie roundup autographs gold rps",57,57,57,0,570
"rookie roundup autographs platinum rps",57,57,57,0,57
"rookie roundup autographs rps",57,57,57,0,3307
"rookie rush",100,0,0,0,0
"rookie rush black and blue",80,0,0,0,0
"rookie rush gold",100,0,0,0,0
"rookie rush green",100,0,0,0,0
"rookie rush longevity",80,0,0,0,0
"rookie rush orange",100,0,0,0,0
"rookie rush platinum",100,0,0,0,0
"rookie rush purple",100,0,0,0,0
"rookie rush red and blue",80,0,0,0,0
"rookie rush true blue",100,0,0,0,0
"rookie scripts",142,142,0,142,0
"rookie scripts black",98,98,73,25,73
"rookie scripts gold",159,159,103,56,1465
"rookie scripts no huddle black",73,73,73,0,73
"rookie scripts no huddle blue",68,68,0,68,0
"rookie scripts no huddle gold",71,71,71,0,710
"rookie scripts orange",107,107,0,107,0
"rookie scripts red wave",141,141,111,30,1025
"rookie selections",50,0,0,0,0
"rookie selections black prizm",50,0,0,0,0
"rookie selections gold prizm",50,0,0,0,0
"rookie selections green and black snakeskin prizm",25,0,0,0,0
"rookie selections green prizm",50,0,0,0,0
"rookie selections prizm",50,0,0,0,0
"rookie selections tie-dye prizm",50,0,0,0,0
"rookie selections zebra prizm",25,0,0,0,0
"rookie shadow signatures",62,62,62,0,1445
"rookie shadow signatures emerald",62,62,62,0,290
"rookie shadow signatures gold and ruby efoilution",10,10,10,0,30
"rookie shadow signatures platinum",61,61,61,0,61
"rookie shadow signatures ruby",62,62,62,0,831
"rookie shadow signatures sapphire",62,62,62,0,555
"rookie shadow signatures silver",62,62,62,0,1135
"rookie shadow signatures sterling and gold efoilution",10,10,10,0,10
"rookie shadow signatures sterling and sapphire efoilution",10,10,10,0,50
"rookie shield booklets",25,0,0,0,0
"rookie shields",84,0,0,0,0
"rookie shoe laces",168,0,0,0,0
"rookie shoe tongue logo",168,0,0,0,0
"rookie showcase",69,0,0,0,0
"rookie showcase brand logo",79,0,0,0,0
"rookie showcase emerald",80,0,0,0,0
"rookie showcase platinum",80,0,0,0,0
"rookie showcase ruby",80,0,0,0,0
"rookie showcase sapphire",80,0,0,0,0
"rookie showcase silver",80,0,0,0,0
"rookie showcase tags",78,0,0,0,0
"rookie signature locker",120,120,118,2,8946
"rookie signature locker premium",123,123,123,0,123
"rookie signature locker prime",120,120,120,0,2570
"rookie signature materials",200,200,200,0,18511
"rookie signature materials citrine",78,78,78,0,3900
"rookie signature materials copper",126,126,126,0,2800
"rookie signature materials emerald",204,204,204,0,3100
"rookie signature materials gold",204,204,204,0,1341
"rookie signature materials platinum",206,206,206,0,206
"rookie signature materials royal",76,76,76,0,5700
"rookie signature materials ruby",185,185,185,0,2658
"rookie signature materials silver",125,125,125,0,5560
"rookie signature memorabilia black prizm",243,243,243,0,243
"rookie signature memorabilia blue prizm",225,225,225,0,16669
"rookie signature memorabilia disco black prizm",227,227,227,0,227
"rookie signature memorabilia disco gold prizm",220,220,220,0,2200
"rookie signature memorabilia disco prizm",217,217,217,0,5835
"rookie signature memorabilia gold prizm",241,241,241,0,2410
"rookie signature memorabilia gold wave prizm",226,226,0,226,0
"rookie signature memorabilia green prizm",241,241,241,0,1205
"rookie signature memorabilia neon orange pulsar prizm",244,244,244,0,7209
"rookie signature memorabilia prizm",223,223,223,0,42350
"rookie signature memorabilia purple prizm",228,228,228,0,11062
"rookie signature memorabilia red wave prizm",218,218,0,218,0
"rookie signature memorabilia tie-dye prizm",237,237,237,0,5885
"rookie signatures",546,546,395,151,42981
"rookie signatures black etch",84,84,84,0,84
"rookie signatures black prizm",353,353,353,0,353
"rookie signatures black prizm die-cut",202,202,202,0,202
"rookie signatures blue",83,83,83,0,6225
"rookie signatures blue etch",77,77,77,0,1540
"rookie signatures blue prizm",73,73,73,0,9027
"rookie signatures blue prizm ",107,107,107,0,7665
"rookie signatures emerald",254,254,254,0,1270
"rookie signatures field pass",59,59,59,0,5317
"rookie signatures field pass black",59,59,59,0,295
"rookie signatures field pass gold",59,59,59,0,1460
"rookie signatures field pass holo silver",59,59,59,0,587
"rookie signatures field pass platinum",59,59,59,0,59
"rookie signatures field pass printing plate black",58,58,58,0,58
"rookie signatures field pass printing plate cyan",59,59,59,0,59
"rookie signatures field pass printing plate magenta",59,59,59,0,59
"rookie signatures field pass printing plate yellow",59,59,59,0,59
"rookie signatures gold",249,249,249,0,6235
"rookie signatures gold etch",83,83,83,0,830
"rookie signatures gold lazer prizm",140,140,140,0,7050
"rookie signatures gold prizm",346,346,346,0,3445
"rookie signatures gold prizm die-cut",198,198,198,0,1965
"rookie signatures green etch",83,83,83,0,249
"rookie signatures green prizm",349,349,349,0,1739
"rookie signatures green prizm die-cut",199,199,199,0,989
"rookie signatures holo gold",166,166,166,0,1660
"rookie signatures holo silver",166,166,166,0,3770
"rookie signatures jersey number red",166,166,166,0,7270
"rookie signatures light blue lazer prizm",68,68,68,0,720
"rookie signatures light blue prizm",184,184,184,0,8705
"rookie signatures maroon prizm",182,182,182,0,11749
"rookie signatures mirror black",153,153,153,0,153
"rookie signatures mirror black etch",74,74,74,0,74
"rookie signatures mirror blue",102,102,102,0,6125
"rookie signatures mirror blue etch",73,73,73,0,1460
"rookie signatures mirror bronze etch",34,34,34,0,1700
"rookie signatures mirror gold",148,148,148,0,3325
"rookie signatures mirror gold etch",73,73,73,0,730
"rookie signatures mirror green",151,151,151,0,705
"rookie signatures mirror green etch",73,73,73,0,219
"rookie signatures mirror orange etch",74,74,74,0,3020
"rookie signatures mirror pink etch",34,34,34,0,1190
"rookie signatures mirror purple",151,151,151,0,1385
"rookie signatures mirror purple etch",73,73,73,0,365
"rookie signatures mirror red",102,102,102,0,8104
"rookie signatures mirror red etch",73,73,73,0,1825
"rookie signatures mirror teal",142,142,142,0,6135
"rookie signatures mirror teal etch",73,73,73,0,1095
"rookie signatures orange pulsar prizm",138,138,138,0,4140
